timestamp,id,x,y,yaw
1749033554.4885156,2,-0.00020522742926107026,0.001573074848824978,-34.751619119107
1749033554.6506338,2,3.8553559452510195,2.780188962208225,-33.04226109549869
1749033554.8186953,2,-0.1938231494576812,0.09572564800043774,-33.050588835710904
1749033554.9891353,2,-0.18679652782651576,0.14014854023311935,-33.04675870522137
1749033555.1543314,2,-0.2906780245440425,-0.1611981063810659,-33.15559125882347
1749033555.3213127,2,-0.25063328122957146,0.08833121844356481,-33.18316422615707
1749033555.4858742,2,-0.15278518858061893,0.09078662855833469,-33.18653354033633
1749033555.6523957,2,-0.11976084061309403,0.07706400987153952,-33.185111025616756
1749033555.8237598,2,0.022615502162920995,0.07338784897697136,-33.15583227550955
1749033555.9877222,2,0.06436000506414373,0.14201508546219388,-33.09887198709789
1749033556.1536922,2,0.013922208580569998,0.11628631446802028,-33.05596903718987
1749033556.322527,2,-0.06138104948161839,0.19916753159125272,-33.005398889392644
1749033556.490027,2,-0.13571363752415191,0.06909509969041427,-28.008704295051167
1749033556.6535711,2,-0.15639785181932583,0.09133271095171867,-23.99877955965161
1749033556.8197334,2,-0.15362418571971276,0.046196502479822626,-22.00333844437523
1749033556.9892128,2,-0.15958180446954262,0.05077617059334323,-19.007390539001257
1749033557.1526222,2,-0.12387278309771159,0.11291526522010831,-16.980016276263
1749033557.3200226,2,-0.11761540959876553,0.09020651877047048,-14.956589319285342
1749033557.488957,2,-0.1415205574030747,0.05037911494197828,-13.952424561699992
1749033557.6536758,2,-0.06804864903347811,-0.021681648559987925,-11.963678348866281
1749033557.818564,2,-0.1689999681262094,0.01816040324624619,-10.969891798530327
1749033557.9857283,2,-0.1795045947201816,-0.05718587730377021,-10.00551390779485
1749033558.1545038,2,0.007798101145082257,-0.1009197793724497,-10.040709603150596
1749033558.3191783,2,-0.0638154582547024,-0.09702813789406797,-9.087750591885694
1749033558.4865503,2,-0.026275165881275427,-0.10482245590096514,-8.124885477061227
1749033558.6546316,2,-0.01904648428018437,-0.1407964272687436,-8.1822605243784
1749033558.8191433,2,-0.044771983468233946,-0.08540360567991767,-7.214750865792574
1749033558.9851615,2,-0.09792147063232715,-0.14259990466039024,-7.274056489313132
1749033559.1557903,2,-0.010489057999474234,-0.11818387569581323,-6.316772528996019
1749033559.3220067,2,-0.03774335070640682,-0.17313571541188827,-6.388922379407617
1749033559.484832,2,0.13456319517895948,-0.15991802965725424,-6.446788108676081
1749033559.6551237,2,0.18524851410587745,-0.12312208120890769,-6.485190717499904
1749033559.8222358,2,0.2198377054071151,-0.09362032047228308,-5.5121790183956065
1749033559.9867725,2,0.22210547318736582,-0.08887633908406109,-5.537125306487084
1749033560.1545036,2,0.19213314044279262,-0.028414724844982246,-5.542101644801889
1749033560.3227534,2,0.16774428258976753,-0.01268130368466204,-5.543692898163165
1749033560.487034,2,0.1715175451099021,0.010146733833183763,-4.5300633105594414
1749033560.660314,2,0.1540807823879585,0.10800317053333351,-4.487794207892563
1749033560.8203392,2,0.2222058971931406,0.0685415686664962,-4.455377070705879
1749033560.9861894,2,0.20890709901199012,0.01976178283786247,-4.4410153775905385
1749033561.1513095,2,0.21015089942341786,0.0724322666106465,-4.40474897552847
1749033561.3185213,2,0.20537206255539378,0.05516778005193718,-4.376123545431
1749033561.4938214,2,0.13215118401240022,0.07754277072007029,-4.346771762328345
1749033561.6518097,2,0.18632595689466688,0.07399765481284262,-4.312940723975338
1749033561.8227823,2,0.06939361854669103,0.10900676020847407,-4.26709796674848
1749033561.9899244,2,-0.08064561028740924,0.13868364559241356,-3.2155625095471336
1749033562.1521788,2,-0.03996474111451184,0.14291110456927517,-3.1619421003484973
1749033562.316996,2,-0.023196349107903254,0.14986357874730477,-3.103867639930833
1749033562.4851332,2,0.0352301420378688,0.13374500015794233,-3.055974801208656
1749033562.6535115,2,-0.0013646453927041976,0.14434648276446954,-3.0013299308218535
